1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1398, forest, minecraft:grove, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1399, forest, minecraft:grove, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1400, forest, minecraft:grove, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1401, forest, minecraft:grove, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1402, forest, minecraft:grove, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1403, forest, minecraft:grove, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1404, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 8, 8
1405, forest, minecraft:grove, CREATURE, minecraft:pig, 10, 8, 8
1406, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 8, 8
1407, forest, minecraft:grove, CREATURE, minecraft:cow, 10, 8, 8
1408, forest, minecraft:grove, CREATURE, minecraft:wolf, 10, 4, 4
1409, forest, minecraft:grove, CREATURE, minecraft:rabbit, 10, 2, 3
1410, forest, minecraft:grove, CREATURE, minecraft:fox, 10, 2, 4
1411, forest, minecraft:grove, CREATURE, naturalist:snail, 10, 1, 3
1412, forest, minecraft:grove, CREATURE, minecraft:fox, 10, 2, 4
1413, forest, minecraft:grove, CREATURE, naturalist:snake, 10, 1, 1
1414, forest, minecraft:grove, CREATURE, minecraft:rabbit, 10, 2, 3
1415, forest, minecraft:grove, CREATURE, naturalist:bear, 10, 1, 2
1416, forest, minecraft:grove, CREATURE, naturalist:deer, 10, 1, 3
1417, forest, minecraft:grove, CREATURE, naturalist:bluejay, 10, 1, 4
1418, forest, minecraft:grove, CREATURE, hexerei:crow, 20, 2, 5
1419, forest, minecraft:grove, CREATURE, naturalist:canary, 10, 1, 4
1420, forest, minecraft:grove, CREATURE, naturalist:cardinal, 10, 1, 4
1421, forest, minecraft:grove, CREATURE, naturalist:butterfly, 10, 1, 3
1422, forest, minecraft:grove, CREATURE, naturalist:robin, 10, 1, 4
1423, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
1424, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1425, forest, minecraft:grove, fireflies, naturalist:firefly, 10, 2, 3
1426, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
1427, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
1428, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 10, 1, 1
1429, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
1430, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
1431, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 5, 1, 4
1432, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
1433, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1434, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1435, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1436, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1437, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1438, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1439, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1440, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1441, extreme_hills, minecraft:snowy_slopes, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1442, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1443, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1444, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1445, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1446, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1447, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1448, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1449, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1450, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1451, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1452, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1453, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1454, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1455, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1456, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1457, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1458, extreme_hills, minecraft:snowy_slopes, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1459, extreme_hills, minecraft:snowy_slopes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1460, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 10, 2, 3
1461, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:goat, 10, 1, 3
1462, extreme_hills, minecraft:snowy_slopes, CREATURE, naturalist:snail, 10, 1, 3
1463, extreme_hills, minecraft:snowy_slopes, CREATURE, naturalist:bluejay, 10, 1, 4
1464, extreme_hills, minecraft:snowy_slopes, CREATURE, cnb:yeti, 10, 2, 3
1465, extreme_hills, minecraft:snowy_slopes, CREATURE, naturalist:canary, 10, 1, 4
1466, extreme_hills, minecraft:snowy_slopes, CREATURE, naturalist:robin, 10, 1, 4
1467, extreme_hills, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
1468, extreme_hills, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1469, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
1470, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1471, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1472, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1473, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
1474, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1475, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
1476, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1477, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1478, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1479, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1480, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1481, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1482, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1483, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1484, extreme_hills, minecraft:frozen_peaks, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1485, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1486, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1487, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1488, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1489, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1490, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1491, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1492, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1493, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1494, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1495, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1496, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1497, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1498, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1499, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1500, extreme_hills, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1501, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1502, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1503, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
1504, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:snail, 10, 1, 3
1505, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:bluejay, 10, 1, 4
1506, extreme_hills, minecraft:frozen_peaks, CREATURE, cnb:yeti, 10, 2, 3
1507, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:canary, 10, 1, 4
1508, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:robin, 10, 1, 4
1509, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1510, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1511, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
1512, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1513, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1514, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1515, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
1516, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1517, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
1518, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1519, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1520, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1521, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1522, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1523, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1524, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1525, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1526, extreme_hills, minecraft:jagged_peaks, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1527, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1528, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1529, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1530, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1531, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1532, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1533, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1534, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1535, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1536, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1537, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1538, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1539, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1540, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1541, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1542, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1543, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1544, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1545, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
1546, extreme_hills, minecraft:jagged_peaks, CREATURE, naturalist:snail, 10, 1, 3
1547, extreme_hills, minecraft:jagged_peaks, CREATURE, naturalist:bluejay, 10, 1, 4
1548, extreme_hills, minecraft:jagged_peaks, CREATURE, naturalist:canary, 10, 1, 4
1549, extreme_hills, minecraft:jagged_peaks, CREATURE, naturalist:robin, 10, 1, 4
1550, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1551, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1552, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
1553, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1554, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1555, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1556, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
1557, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1558, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
1559, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1560, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1561, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1562, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1563, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1564, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1565, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1566, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1567, extreme_hills, minecraft:stony_peaks, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1568, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1569, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1570, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1571, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1572, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1573, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1574, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1575, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1576, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1577, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1578, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1579, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1580, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1581, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1582, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1583, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1584, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
1585, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1586, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:snail, 10, 1, 3
1587, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:bluejay, 10, 1, 4
1588, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:canary, 10, 1, 4
1589, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:robin, 10, 1, 4
1590, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1591, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1592, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
1593, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
1594, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1595, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
1596, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
1597, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
1598, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
1599, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
1600, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
1601, river, minecraft:river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1602, river, minecraft:river, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1603, river, minecraft:river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1604, river, minecraft:river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1605, river, minecraft:river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1606, river, minecraft:river, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1607, river, minecraft:river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1608, river, minecraft:river, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1609, river, minecraft:river, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1610, river, minecraft:river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1611, river, minecraft:river, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1612, river, minecraft:river, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1613, river, minecraft:river, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1614, river, minecraft:river, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1615, river, minecraft:river, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1616, river, minecraft:river, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1617, river, minecraft:river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1618, river, minecraft:river, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1619, river, minecraft:river, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1620, river, minecraft:river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1621, river, minecraft:river, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1622, river, minecraft:river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1623, river, minecraft:river, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1624, river, minecraft:river, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1625, river, minecraft:river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1626, river, minecraft:river, CREATURE, naturalist:snail, 10, 1, 3
1627, river, minecraft:river, CREATURE, naturalist:coral_snake, 10, 1, 1
1628, river, minecraft:river, CREATURE, cnb:little_grebe, 35, 2, 3
1629, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
1630, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1631, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1632, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1633, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
1634, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
1635, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1636, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
1637, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
1638, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
1639, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
1640, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
1641, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1642, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1643, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1644, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1645, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1646, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1647, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1648, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1649, river, minecraft:frozen_river, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1650, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1651, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1652, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1653, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1654, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1655, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1656, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1657, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1658, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1659, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1660, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1661, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1662, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1663, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1664, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1665, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1666, river, minecraft:frozen_river, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1667, river, minecraft:frozen_river, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1668, river, minecraft:frozen_river, CREATURE, naturalist:snail, 10, 1, 3
1669, river, minecraft:frozen_river, CREATURE, naturalist:coral_snake, 10, 1, 1
1670, river, minecraft:frozen_river, CREATURE, naturalist:bluejay, 10, 1, 4
1671, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
1672, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1673, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1674, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1675, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
1676, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
1677, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1678, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
1679, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
