1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
349, repurposed_structures:monument_desert, HEADING, header:ignore, 0, 0, 0
350, repurposed_structures:monument_desert, MONSTER, minecraft:husk, 20, 1, 4
351, repurposed_structures:monument_desert, MONSTER, minecraft:creeper, 15, 1, 2
352, repurposed_structures:monument_desert, MONSTER, minecraft:skeleton, 10, 1, 3
353, terralith:zpointer/minecraft_deep_cold_ocean, HEADING, header:ignore, 0, 0, 0
354, terralith:zpointer/terralith_desert_spires, HEADING, header:ignore, 0, 0, 0
355, terralith:zpointer/minecraft_stony_peaks, HEADING, header:ignore, 0, 0, 0
356, terralith:zpointer/terralith_lush_valley, HEADING, header:ignore, 0, 0, 0
357, terralith:zpointer/terralith_sakura_grove, HEADING, header:ignore, 0, 0, 0
358, terralith:zpointer/terralith_red_oasis, HEADING, header:ignore, 0, 0, 0
359, terralith:zpointer/minecraft_flower_forest, HEADING, header:ignore, 0, 0, 0
360, bettermineshafts:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
361, repurposed_structures:outpost_end, HEADING, header:ignore, 0, 0, 0
362, repurposed_structures:outpost_end, MONSTER, minecraft:phantom, 10, 1, 1
363, terralith:zpointer/terralith_scarlet_mountains, HEADING, header:ignore, 0, 0, 0
364, terralith:zpointer/terralith_valley_clearing, HEADING, header:ignore, 0, 0, 0
365, terralith:zpointer/minecraft_deep_warm_ocean, HEADING, header:ignore, 0, 0, 0
366, repurposed_structures:mansion_oak, HEADING, header:ignore, 0, 0, 0
367, terralith:zpointer/terralith_glacial_chasm, HEADING, header:ignore, 0, 0, 0
368, terralith:zpointer/terralith_cold_shrubland, HEADING, header:ignore, 0, 0, 0
369, repurposed_structures:pyramid_dark_forest, HEADING, header:ignore, 0, 0, 0
370, repurposed_structures:pyramid_dark_forest, MONSTER, minecraft:zombie, 80, 10, 32
371, repurposed_structures:pyramid_dark_forest, MONSTER, minecraft:spider, 50, 5, 15
372, repurposed_structures:pyramid_dark_forest, CREATURE, minecraft:cat, 80, 4, 4
373, repurposed_structures:pyramid_dark_forest, CREATURE, minecraft:rabbit, 80, 4, 4
374, repurposed_structures:bastion_underground, HEADING, header:ignore, 0, 0, 0
375, repurposed_structures:bastion_underground, MONSTER, minecraft:skeleton, 10, 1, 4
376, repurposed_structures:igloo_grassy, HEADING, header:ignore, 0, 0, 0
377, terralith:zpointer/minecraft_windswept_gravelly_hills, HEADING, header:ignore, 0, 0, 0
378, terralith:zpointer/terralith_mirage_isles, HEADING, header:ignore, 0, 0, 0
379, repurposed_structures:pyramid_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
380, repurposed_structures:pyramid_giant_tree_taiga, MONSTER, minecraft:zombie, 80, 10, 32
381, repurposed_structures:pyramid_giant_tree_taiga, CREATURE, minecraft:cat, 80, 4, 4
382, repurposed_structures:pyramid_giant_tree_taiga, CREATURE, minecraft:rabbit, 80, 4, 4
383, terralith:zpointer/terralith_tropical_jungle, HEADING, header:ignore, 0, 0, 0
384, terralith:zpointer/terralith_volcanic_peaks, HEADING, header:ignore, 0, 0, 0
385, repurposed_structures:mineshaft_savanna, HEADING, header:ignore, 0, 0, 0
386, bettermineshafts:mineshaft_mushroom, HEADING, header:ignore, 0, 0, 0
387, repurposed_structures:pyramid_nether, HEADING, header:ignore, 0, 0, 0
388, repurposed_structures:pyramid_nether, MONSTER, minecraft:magma_cube, 80, 8, 26
389, repurposed_structures:pyramid_nether, MONSTER, minecraft:blaze, 80, 6, 16
390, repurposed_structures:pyramid_nether, MONSTER, minecraft:ghast, 10, 2, 6
391, terralith:zpointer/minecraft_ice_spikes, HEADING, header:ignore, 0, 0, 0
392, terralith:zpointer/minecraft_dripstone_caves, HEADING, header:ignore, 0, 0, 0
393, terralith:zpointer/terralith_basalt_cliffs, HEADING, header:ignore, 0, 0, 0
394, terralith:zpointer/terralith_blooming_plateau, HEADING, header:ignore, 0, 0, 0
395, terralith:zpointer/terralith_skylands, HEADING, header:ignore, 0, 0, 0
396, terralith:zpointer/terralith_skylands_autumn, HEADING, header:ignore, 0, 0, 0
397, terralith:fortified_village, HEADING, header:ignore, 0, 0, 0
398, repurposed_structures:pyramid_ocean, HEADING, header:ignore, 0, 0, 0
399, repurposed_structures:pyramid_ocean, MONSTER, minecraft:drowned, 80, 1, 4
400, repurposed_structures:pyramid_ocean, MONSTER, minecraft:guardian, 30, 1, 2
401, bettermineshafts:mineshaft_spruce, HEADING, header:ignore, 0, 0, 0
402, terralith:zpointer/terralith_blooming_valley, HEADING, header:ignore, 0, 0, 0
403, bettermineshafts:mineshaft_ice, HEADING, header:ignore, 0, 0, 0
404, repurposed_structures:ruins_land_hot, HEADING, header:ignore, 0, 0, 0
405, repurposed_structures:village_crimson, HEADING, header:ignore, 0, 0, 0
406, repurposed_structures:mansion_snowy, HEADING, header:ignore, 0, 0, 0
407, repurposed_structures:pyramid_end, HEADING, header:ignore, 0, 0, 0
408, repurposed_structures:pyramid_end, MONSTER, minecraft:endermite, 80, 8, 24
409, terralith:underground_cabin, HEADING, header:ignore, 0, 0, 0
410, repurposed_structures:city_nether, HEADING, header:ignore, 0, 0, 0
411, repurposed_structures:city_nether, MONSTER, minecraft:wither_skeleton, 10, 2, 3
412, repurposed_structures:city_nether, MONSTER, minecraft:blaze, 80, 1, 4
413, repurposed_structures:temple_nether_warped, HEADING, header:ignore, 0, 0, 0
414, terralith:zpointer/terralith_warped_mesa, HEADING, header:ignore, 0, 0, 0
415, repurposed_structures:pyramid_badlands, HEADING, header:ignore, 0, 0, 0
416, repurposed_structures:pyramid_badlands, MONSTER, minecraft:husk, 80, 10, 32
417, repurposed_structures:pyramid_badlands, CREATURE, minecraft:cat, 80, 4, 4
418, repurposed_structures:pyramid_badlands, CREATURE, minecraft:rabbit, 80, 4, 4
419, betteroceanmonuments:ocean_monument, HEADING, header:ignore, 0, 0, 0
420, betteroceanmonuments:ocean_monument, MONSTER, minecraft:guardian, 10, 0, 0
421, betterdungeons:small_nether_dungeon, HEADING, header:ignore, 0, 0, 0
422, terralith:zpointer/terralith_alpine_grove, HEADING, header:ignore, 0, 0, 0
423, terralith:zpointer/minecraft_frozen_ocean, HEADING, header:ignore, 0, 0, 0
424, repurposed_structures:stronghold_end, HEADING, header:ignore, 0, 0, 0
425, repurposed_structures:stronghold_end, MONSTER, minecraft:endermite, 80, 2, 4
426, terralith:zpointer/minecraft_jagged_peaks, HEADING, header:ignore, 0, 0, 0
427, repurposed_structures:mansion_taiga, HEADING, header:ignore, 0, 0, 0
428, repurposed_structures:temple_nether_soul, HEADING, header:ignore, 0, 0, 0
429, repurposed_structures:witch_hut_taiga, HEADING, header:ignore, 0, 0, 0
430, repurposed_structures:witch_hut_taiga, MONSTER, minecraft:witch, 10, 1, 1
431, repurposed_structures:witch_hut_taiga, CREATURE, minecraft:cat, 10, 1, 1
432, bettermineshafts:mineshaft_spruce_snowy, HEADING, header:ignore, 0, 0, 0
433, bettermineshafts:mineshaft_acacia, HEADING, header:ignore, 0, 0, 0
434, repurposed_structures:ruins_nether, HEADING, header:ignore, 0, 0, 0
435, terralith:zpointer/terralith_rocky_jungle, HEADING, header:ignore, 0, 0, 0
