1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
349, terralith:zpointer/minecraft_old_growth_spruce_taiga, HEADING, header:ignore, 0, 0, 0
350, terralith:zpointer/terralith_siberian_grove, HEADING, header:ignore, 0, 0, 0
351, repurposed_structures:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
352, terralith:zpointer/terralith_temperate_highlands, HEADING, header:ignore, 0, 0, 0
353, terralith:zpointer/minecraft_windswept_forest, HEADING, header:ignore, 0, 0, 0
354, terralith:zpointer/terralith_yellowstone, HEADING, header:ignore, 0, 0, 0
355, terralith:zpointer/minecraft_sunflower_plains, HEADING, header:ignore, 0, 0, 0
356, betterdungeons:skeleton_dungeon, HEADING, header:ignore, 0, 0, 0
357, betterdungeons:skeleton_dungeon, MONSTER, minecraft:skeleton, 80, 4, 15
358, repurposed_structures:temple_ocean, HEADING, header:ignore, 0, 0, 0
359, repurposed_structures:witch_hut_birch, HEADING, header:ignore, 0, 0, 0
360, repurposed_structures:witch_hut_birch, MONSTER, minecraft:witch, 10, 1, 1
361, repurposed_structures:witch_hut_birch, CREATURE, minecraft:cat, 10, 1, 1
362, hexerei:witch_hut, HEADING, header:ignore, 0, 0, 0
363, repurposed_structures:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
364, bettermineshafts:mineshaft_mushroom, HEADING, header:ignore, 0, 0, 0
365, betterstrongholds:stronghold, HEADING, header:ignore, 0, 0, 0
366, terralith:zpointer/minecraft_stony_peaks, HEADING, header:ignore, 0, 0, 0
367, terralith:zpointer/terralith_skylands_spring, HEADING, header:ignore, 0, 0, 0
368, terralith:zpointer/terralith_alpine_highlands, HEADING, header:ignore, 0, 0, 0
369, terralith:zpointer/terralith_snowy_maple_forest, HEADING, header:ignore, 0, 0, 0
370, repurposed_structures:monument_jungle, HEADING, header:ignore, 0, 0, 0
371, repurposed_structures:monument_jungle, MONSTER, minecraft:spider, 25, 1, 2
372, repurposed_structures:monument_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
373, repurposed_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
374, repurposed_structures:pyramid_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
375, repurposed_structures:pyramid_giant_tree_taiga, MONSTER, minecraft:zombie, 80, 10, 32
376, repurposed_structures:pyramid_giant_tree_taiga, CREATURE, minecraft:cat, 80, 4, 4
377, repurposed_structures:pyramid_giant_tree_taiga, CREATURE, minecraft:rabbit, 80, 4, 4
378, terralith:zpointer/terralith_ice_marsh, HEADING, header:ignore, 0, 0, 0
379, terralith:zpointer/minecraft_taiga, HEADING, header:ignore, 0, 0, 0
380, repurposed_structures:pyramid_flower_forest, HEADING, header:ignore, 0, 0, 0
381, repurposed_structures:pyramid_flower_forest, MONSTER, minecraft:zombie, 80, 10, 32
382, repurposed_structures:pyramid_flower_forest, MONSTER, minecraft:creeper, 10, 4, 10
383, repurposed_structures:pyramid_flower_forest, CREATURE, minecraft:bee, 80, 2, 4
384, repurposed_structures:pyramid_flower_forest, CREATURE, minecraft:rabbit, 80, 4, 4
385, terralith:zpointer/minecraft_flower_forest, HEADING, header:ignore, 0, 0, 0
386, terralith:zpointer/terralith_alpha_islands_winter, HEADING, header:ignore, 0, 0, 0
387, bettermineshafts:mineshaft_overgrown, HEADING, header:ignore, 0, 0, 0
388, terralith:zpointer/terralith_lavender_forest, HEADING, header:ignore, 0, 0, 0
389, repurposed_structures:ruins_land_cold, HEADING, header:ignore, 0, 0, 0
390, repurposed_structures:outpost_warped, HEADING, header:ignore, 0, 0, 0
391, repurposed_structures:outpost_warped, MONSTER, minecraft:piglin, 10, 1, 1
392, terralith:zpointer/minecraft_warm_ocean, HEADING, header:ignore, 0, 0, 0
393, terralith:zpointer/terralith_moonlight_valley, HEADING, header:ignore, 0, 0, 0
394, repurposed_structures:outpost_taiga, HEADING, header:ignore, 0, 0, 0
395, repurposed_structures:outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
396, terralith:zpointer/terralith_mountain_steppe, HEADING, header:ignore, 0, 0, 0
397, terralith:zpointer/terralith_skylands_winter, HEADING, header:ignore, 0, 0, 0
398, repurposed_structures:ruined_portal_end, HEADING, header:ignore, 0, 0, 0
399, betterdeserttemples:desert_temple, HEADING, header:ignore, 0, 0, 0
400, betterdeserttemples:desert_temple, MONSTER, minecraft:husk, 80, 10, 32
401, betterdeserttemples:desert_temple, CREATURE, minecraft:cat, 80, 4, 4
402, betterdeserttemples:desert_temple, CREATURE, minecraft:rabbit, 80, 4, 4
403, betterwitchhuts:witch_circle, HEADING, header:ignore, 0, 0, 0
404, betterwitchhuts:witch_circle, MONSTER, minecraft:witch, 10, 1, 1
405, betterwitchhuts:witch_circle, CREATURE, minecraft:cat, 10, 1, 1
406, terralith:zpointer/terralith_desert_canyon, HEADING, header:ignore, 0, 0, 0
407, bettermineshafts:mineshaft_red_desert, HEADING, header:ignore, 0, 0, 0
408, terralith:zpointer/terralith_fractured_savanna, HEADING, header:ignore, 0, 0, 0
409, terralith:zpointer/minecraft_windswept_gravelly_hills, HEADING, header:ignore, 0, 0, 0
410, repurposed_structures:ruins_land_icy, HEADING, header:ignore, 0, 0, 0
411, repurposed_structures:igloo_mangrove, HEADING, header:ignore, 0, 0, 0
412, repurposed_structures:mansion_oak, HEADING, header:ignore, 0, 0, 0
413, terralith:zpointer/minecraft_beach, HEADING, header:ignore, 0, 0, 0
414, terralith:zpointer/terralith_painted_mountains, HEADING, header:ignore, 0, 0, 0
415, terralith:zpointer/minecraft_badlands, HEADING, header:ignore, 0, 0, 0
416, repurposed_structures:temple_nether_basalt, HEADING, header:ignore, 0, 0, 0
417, terralith:zpointer/minecraft_deep_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
418, terralith:zpointer/terralith_forested_highlands, HEADING, header:ignore, 0, 0, 0
419, terralith:zpointer/terralith_hot_shrubland, HEADING, header:ignore, 0, 0, 0
420, terralith:zpointer/minecraft_lush_caves, HEADING, header:ignore, 0, 0, 0
421, repurposed_structures:temple_nether_wasteland, HEADING, header:ignore, 0, 0, 0
422, repurposed_structures:village_dark_forest, HEADING, header:ignore, 0, 0, 0
423, terralith:zpointer/terralith_yosemite_cliffs, HEADING, header:ignore, 0, 0, 0
424, terralith:zpointer/terralith_lavender_valley, HEADING, header:ignore, 0, 0, 0
425, repurposed_structures:mansion_snowy, HEADING, header:ignore, 0, 0, 0
426, repurposed_structures:outpost_icy, HEADING, header:ignore, 0, 0, 0
427, repurposed_structures:outpost_icy, MONSTER, minecraft:pillager, 10, 1, 1
428, repurposed_structures:bastion_underground, HEADING, header:ignore, 0, 0, 0
429, repurposed_structures:bastion_underground, MONSTER, minecraft:skeleton, 10, 1, 4
430, repurposed_structures:pyramid_ocean, HEADING, header:ignore, 0, 0, 0
431, repurposed_structures:pyramid_ocean, MONSTER, minecraft:drowned, 80, 1, 4
432, repurposed_structures:pyramid_ocean, MONSTER, minecraft:guardian, 30, 1, 2
433, terralith:zpointer/terralith_blooming_valley, HEADING, header:ignore, 0, 0, 0
434, betterdungeons:small_nether_dungeon, HEADING, header:ignore, 0, 0, 0
435, terralith:zpointer/minecraft_forest, HEADING, header:ignore, 0, 0, 0
