1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1582, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1583, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1584, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1585, extreme_hills, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1586, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:snail, 10, 1, 3
1587, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:robin, 10, 1, 4
1588, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:canary, 10, 1, 4
1589, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:bluejay, 10, 1, 4
1590, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1591, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1592, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
1593, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
1594, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1595, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
1596, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
1597, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
1598, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
1599, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
1600, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
1601, river, minecraft:river, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1602, river, minecraft:river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1603, river, minecraft:river, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1604, river, minecraft:river, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1605, river, minecraft:river, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1606, river, minecraft:river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1607, river, minecraft:river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1608, river, minecraft:river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1609, river, minecraft:river, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1610, river, minecraft:river, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1611, river, minecraft:river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1612, river, minecraft:river, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1613, river, minecraft:river, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1614, river, minecraft:river, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1615, river, minecraft:river, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1616, river, minecraft:river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1617, river, minecraft:river, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1618, river, minecraft:river, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1619, river, minecraft:river, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1620, river, minecraft:river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1621, river, minecraft:river, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1622, river, minecraft:river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1623, river, minecraft:river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1624, river, minecraft:river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1625, river, minecraft:river, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1626, river, minecraft:river, CREATURE, naturalist:snail, 10, 1, 3
1627, river, minecraft:river, CREATURE, cnb:little_grebe, 35, 2, 3
1628, river, minecraft:river, CREATURE, naturalist:coral_snake, 10, 1, 1
1629, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
1630, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1631, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1632, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1633, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
1634, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
1635, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1636, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
1637, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
1638, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
1639, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
1640, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
1641, river, minecraft:frozen_river, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1642, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1643, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1644, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1645, river, minecraft:frozen_river, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1646, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1647, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1648, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1649, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1650, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1651, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1652, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1653, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1654, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1655, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1656, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1657, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1658, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1659, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1660, river, minecraft:frozen_river, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1661, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1662, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1663, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1664, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1665, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1666, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1667, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1668, river, minecraft:frozen_river, CREATURE, naturalist:snail, 10, 1, 3
1669, river, minecraft:frozen_river, CREATURE, naturalist:coral_snake, 10, 1, 1
1670, river, minecraft:frozen_river, CREATURE, naturalist:bluejay, 10, 1, 4
1671, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
1672, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1673, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1674, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1675, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
1676, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
1677, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1678, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
1679, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
1680, beach, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
1681, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
1682, beach, minecraft:beach, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1683, beach, minecraft:beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
1684, beach, minecraft:beach, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1685, beach, minecraft:beach, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1686, beach, minecraft:beach, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1687, beach, minecraft:beach, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1688, beach, minecraft:beach, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1689, beach, minecraft:beach, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1690, beach, minecraft:beach, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1691, beach, minecraft:beach, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1692, beach, minecraft:beach, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1693, beach, minecraft:beach, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1694, beach, minecraft:beach, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1695, beach, minecraft:beach, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1696, beach, minecraft:beach, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1697, beach, minecraft:beach, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1698, beach, minecraft:beach, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1699, beach, minecraft:beach, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1700, beach, minecraft:beach, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1701, beach, minecraft:beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1702, beach, minecraft:beach, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1703, beach, minecraft:beach, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1704, beach, minecraft:beach, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1705, beach, minecraft:beach, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1706, beach, minecraft:beach, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1707, beach, minecraft:beach, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1708, beach, minecraft:beach, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1709, beach, minecraft:beach, CREATURE, minecraft:turtle, 10, 2, 5
1710, beach, minecraft:beach, CREATURE, naturalist:coral_snake, 10, 1, 1
1711, beach, minecraft:beach, CREATURE, naturalist:cardinal, 10, 1, 4
1712, beach, minecraft:beach, CREATURE, naturalist:rattlesnake, 10, 1, 1
1713, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
1714, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1715, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
1716, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1717, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1718, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1719, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
1720, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
1721, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1722, beach, minecraft:snowy_beach, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1723, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
1724, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1725, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1726, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1727, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1728, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1729, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1730, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1731, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1732, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1733, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1734, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1735, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1736, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1737, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1738, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1739, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1740, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1741, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1742, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1743, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1744, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1745, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1746, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1747, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1748, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1749, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1750, beach, minecraft:snowy_beach, CREATURE, naturalist:bluejay, 10, 1, 4
1751, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1752, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1753, none, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
1754, none, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
1755, none, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1756, none, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1757, none, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
1758, none, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
1759, none, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
1760, none, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1761, none, minecraft:stony_shore, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1762, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1763, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1764, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1765, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1766, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1767, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1768, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1769, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1770, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1771, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1772, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1773, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1774, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1775, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1776, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1777, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1778, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1779, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1780, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1781, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1782, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1783, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1784, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1785, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1786, none, minecraft:stony_shore, CREATURE, naturalist:coral_snake, 10, 1, 1
1787, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1788, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1789, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1790, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1791, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1792, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1793, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1794, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1795, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1796, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1797, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1798, ocean, minecraft:warm_ocean, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1799, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1800, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1801, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1802, ocean, minecraft:warm_ocean, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1803, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1804, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1805, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1806, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1807, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1808, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1809, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1810, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1811, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1812, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1813, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1814, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1815, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1816, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1817, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1818, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1819, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1820, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1821, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1822, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1823, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
1824, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1825, ocean, minecraft:warm_ocean, AMBIENT, endlessocean:spot_billed_pelican, 35, 1, 2
1826, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1827, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1828, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1829, ocean, minecraft:warm_ocean, WATER_CREATURE, endlessocean:african_penguin, 65, 1, 4
1830, ocean, minecraft:warm_ocean, WATER_CREATURE, endlessocean:magu_tapa, 10, 1, 1
1831, ocean, minecraft:warm_ocean, WATER_CREATURE, endlessocean:bottlenose_dolphin, 80, 1, 2
1832, ocean, minecraft:warm_ocean, WATER_CREATURE, endlessocean:rissos_dolphin, 80, 1, 2
1833, ocean, minecraft:warm_ocean, WATER_CREATURE, endlessocean:ancient_mother, 10, 1, 1
1834, ocean, minecraft:warm_ocean, WATER_CREATURE, endlessocean:beluga, 25, 2, 6
1835, ocean, minecraft:warm_ocean, WATER_CREATURE, endlessocean:blue_whale, 80, 1, 1
1836, ocean, minecraft:warm_ocean, WATER_CREATURE, endlessocean:whale_shark, 50, 1, 1
1837, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1838, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1839, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1840, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1841, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1842, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1843, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1844, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1845, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1846, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1847, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1848, ocean, minecraft:lukewarm_ocean, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1849, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1850, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
1851, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
1852, ocean, minecraft:lukewarm_ocean, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
1853, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1854, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1855, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1856, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1857, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1858, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
1859, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1860, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
1861, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
1862, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1863, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1864, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1865, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
1866, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
1867, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1868, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1869, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
1870, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1871, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
